url,label
http://dhl-package-tracking-hold.delivery-fee-pay.icu/track/fee_payment.php/step28?user=victim_28&pass_reset=true&hash=f8a7c28e9b,1
http://microsoft-office365-verify.security-alert-live.xyz/auth/user/signin/auth_step_16.php?csrf=tok_0010&email=victim16@targetcorp.com&ref=login,1
https://store.steampowered.com/app/730/CounterStrike_2//page/27?category=general&item_id=5027,0
http://blockchain.wallet-recovery-keys.crypto-support.surf/seed_phrase/step69?user=victim_69&pass_reset=true&hash=f8a7c69e9b,1
https://arxiv.org/abs/2301.07067/page/32?category=general&item_id=5032,0
http://wellsfargo.com-online-secure-auth.verify-account.tk/signon.do/auth_step_30.php?csrf=tok_001e&email=victim30@targetcorp.com&ref=login,1
https://www.bestbuy.com/site/computers-pcs/laptop-computers/abcat0502000.c/page/28?category=general&item_id=5028,0
http://paypal.com.cgi-bin.webscr.cmd-login-submit.top/security/update-auth/auth_step_34.php?csrf=tok_0022&email=victim34@targetcorp.com&ref=login,1
https://www.chase.com/personal/banking/services/account-overview?user_id=usr_125&session_valid=true,0
http://tinyurl.com/apple-id-suspended-verify-now-urgent?ref_id=8&target=credential_harvest&v=8.0,1
https://www.target.com/c/target-circle/-/N-bld9h/page/42?category=general&item_id=5042,0
http://bankofamerica.com-identity-management.cf/login/sign-in.action/auth_step_57.php?csrf=tok_0039&email=victim57@targetcorp.com&ref=login,1
http://secure-bank-login-verification@phishing-gateway.com/steal.php&token=00045&auth_bypass=1,1
http://45.142.214.12:8888/login/office365/auth.php?session_token=0x002d&victim_id=1045&redirect=http://stealer.ru,1
http://secure-update-passwords.internal-portal-auth.racing/sign-in/step2?user=victim_2&pass_reset=true&hash=f8a7c02e9b,1
https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.html/page/34?category=general&item_id=5034,0
https://docs.python.org/3/library/urllib.parse.html/page/10?category=general&item_id=5010,0
https://redis.io/commands/get//page/33?category=general&item_id=5033,0
https://www.cisco.com/c/en/us/products/security/index.html/page/6?category=general&item_id=5006,0
http://kucoin.com-security-alert-verification.account-protection.kim/login/step58?user=victim_58&pass_reset=true&hash=f8a7c58e9b,1
https://www.walmart.com/cp/grocery-delivery/2487449/page/28?category=general&item_id=5028,0
https://stackoverflow.com/questions/tagged/python/answers/1034/details?sort=votes&page=34,0
https://huggingface.co/docs/transformers/index/page/23?category=general&item_id=5023,0
http://185.220.101.5/netflix-account-suspended/update-billing.php?id=8372?session_token=0x0002&victim_id=1002&redirect=http://stealer.ru,1
http://is.gd/microsoft_365_admin_portal_verification?ref_id=53&target=credential_harvest&v=53.0,1
http://www.paypal.com.account.login.update.user.information.secureserver.xyz/webscr/auth_step_12.php?csrf=tok_000c&email=victim12@targetcorp.com&ref=login,1
http://chaseonline.chase.com.logon.sso.account-verification.party/auth/step5?user=victim_5&pass_reset=true&hash=f8a7c05e9b,1
http://google-drive-shared-doc-view.account-verify.ga/sharing/document.php/auth_step_21.php?csrf=tok_0015&email=victim21@targetcorp.com&ref=login,1
http://104.244.78.21/cgi-bin/webscr?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8?session_token=0x001d&victim_id=1029&redirect=http://stealer.ru,1
http://secure-login-appleid.apple.com.account-update.xyz/login.php?session=92847/auth_step_38.php?csrf=tok_0026&email=victim38@targetcorp.com&ref=login,1
http://microsoft-office365-verify.security-alert-live.xyz/auth/user/signin/auth_step_63.php?csrf=tok_003f&email=victim63@targetcorp.com&ref=login,1
http://bit.ly/3xSecUr3LoGiN-pAyPaL-UpDaTe-2024?ref_id=37&target=credential_harvest&v=37.0,1
https://www.microsoft.com/en-us/security/business/identity-access/azure-active-directory/documentation/guide/v22.0?region=us-east-1&page=22,0
http://google-drive-shared-doc-view.account-verify.ga/sharing/document.php/auth_step_11.php?csrf=tok_000b&email=victim11@targetcorp.com&ref=login,1
http://microsoft-office365-verify.security-alert-live.xyz/auth/user/signin/auth_step_55.php?csrf=tok_0037&email=victim55@targetcorp.com&ref=login,1
https://owasp.org/www-project-top-ten//page/37?category=general&item_id=5037,0
https://pandas.pydata.org/docs/reference/api/pandas.DataFrame.html/page/1?category=general&item_id=5001,0
http://comcast-xfinity-billing-update-required.my-account.country/bill/step31?user=victim_31&pass_reset=true&hash=f8a7c31e9b,1
