url,label
http://is.gd/microsoft_365_admin_portal_verification?ref_id=41&target=credential_harvest&v=41.0,1
http://irs-tax-refund-claim-portal.gov-refund-status.click/claim.php/step11?user=victim_11&pass_reset=true&hash=f8a7c11e9b,1
http://irs-tax-refund-claim-portal.gov-refund-status.click/claim.php/step55?user=victim_55&pass_reset=true&hash=f8a7c55e9b,1
http://paypal.com.cgi-bin.webscr.cmd-login-submit.top/security/update-auth/auth_step_2.php?csrf=tok_0002&email=victim2@targetcorp.com&ref=login,1
https://owasp.org/www-project-top-ten//page/19?category=general&item_id=5019,0
https://www.spotify.com/us/premium//page/16?category=general&item_id=5016,0
http://www.paypal.com.account.login.update.user.information.secureserver.xyz/webscr/auth_step_52.php?csrf=tok_0034&email=victim52@targetcorp.com&ref=login,1
http://google-drive-shared-doc-view.account-verify.ga/sharing/document.php/auth_step_35.php?csrf=tok_0023&email=victim35@targetcorp.com&ref=login,1
http://cutt.ly/chase-urgent-security-warning-login-action/step60?user=victim_60&pass_reset=true&hash=f8a7c60e9b,1
http://ebay.com.security-alert.sign-in.session-expired.top/itm/4829104/auth_step_51.php?csrf=tok_0033&email=victim51@targetcorp.com&ref=login,1
https://huggingface.co/docs/transformers/index/page/29?category=general&item_id=5029,0
https://huggingface.co/docs/transformers/index/page/13?category=general&item_id=5013,0
https://www.google.com/search?q=machine+learning+security/documentation/guide/v33.0?region=us-east-1&page=33,0
https://www.nytimes.com/section/technology/page/8?category=general&item_id=5008,0
http://adobe-pdf-shared-document-review.cloud-doc-view.xyz/viewer.php/auth_step_21.php?csrf=tok_0015&email=victim21@targetcorp.com&ref=login,1
http://secure-update-passwords.internal-portal-auth.racing/sign-in/step63?user=victim_63&pass_reset=true&hash=f8a7c63e9b,1
http://secure-update-passwords.internal-portal-auth.racing/sign-in/step3?user=victim_3&pass_reset=true&hash=f8a7c03e9b,1
http://ebay.com.security-alert.sign-in.session-expired.top/itm/4829104/auth_step_13.php?csrf=tok_000d&email=victim13@targetcorp.com&ref=login,1
http://instagram-copyright-infringement-appeal.help-form.cam/appeal.php/step25?user=victim_25&pass_reset=true&hash=f8a7c25e9b,1
